,reviewText,Positive
2724,morning love lot lot month ago week,1
2725,"great ... love news caster story great thing , round world news great .",1
2726,"app downloaded fine , stopped working . n't work . bother awesome ( associated press ) app ?",0
2727,app . tv finger,1
2728,"[ [ asin : b004synij4 cbs news ] love ! page headline picture .... read news , great ! video , sampling night . live news",1
2729,"useless . loved app . time . removing . money ad ? ad cover page , impossible read news . worse anoying . shame !",0
2730,"love cbs broadcast news . ` wrong cable news , fashion broadcast news ( ) broadcast news , . app cbs",1
2731,great source information . accurate weather update broadcaster appearance show .,1
2732,"cbs viewer ; including news . great app kindle , tablet , cell .",1
2733,", work great",1
2734,"provide local news excuse track location . bugger . application invasive , .",0
2735,", cbs.com app . , cbs news app plain dumb . rewatch propaganda mainstream news tablet ? , uninstalled . 'm waiting real cbs.com app show",0
2736,quick check 's happening.well layout news items.wish news .,1
2737,"time selected video , app crashed closed . delete fix found . watch cnn instead .",0
2738,buy app waste money buy id kill,0
2739,"tend forget pay bill lot , app point . reminds save credit score . trust handle love . work kindle fire n't freeze act apps .",1
2740,"finally . nice app person busy . busy bother thing due date month piece paper , mixed junk mail .",1
2741,helpful . remember pay bill it.i add . life saver . !,1
2742,funny review erased creator write 5 star him/her . app recurring reminder built calendar phone . discussion .,0
2743,absolutely love app . easy helpful . find bill payment check reminder head bill due . .,1
2744,large number varied monthly bill . program easily top . late fee overlooking !,1
2745,love app.it 's handy information portable app . extremely easy . stylus kindle fire make typing easier .,1
2746,". forget . pay . bill bill reminder , n't bill reminder husband . forget . pay bill time",1
2747,bill pay reminder helpful . track forgetful . monthly set ups .,1
2748,"time amazon offered app free app day , time called & quot ; easy money & quot ; , apps list , apps identical ... amazon , n't handy apps",0
2749,camera feature program picture record . screenshots . camera permission . camera 's lens covered understand,1
2750,great app . forget bill due date owe . make life easier . n't .,1
2751,"bought year started . pretty app basic simple , complicated hassle input thing . app easier pageonce apps .",1
2752,n't waste time purchasing app ! removed day purchase touch .,0
2753,boast . worth paying . reminder bill due . kindle fire work great . highly recommend . disappointed !,1
2754,app simple easy track bill due paycheck,1
2755,needed stay top bill . love simplicity ease . fancy 's . wanted .,1
2756,work promised . mindful bill coming . important app collection .,1
2757,find wrong app . 's easy straight forward . problem setting reminder reminding select 'paid ' great tend put thing,1
2758,app life saver simply love it- complaint ! definately recommend n't . 'm glad free cuz n't regret .,1
2759,"app . quick overview finance . hang , easy add , edit , delete information .",1
2760,automatic bill pay credit card reminder make pay time . great app .,1
2761,"moment click due date , crash . n't . regularcalendar reliable . crashed , amazon app store app show app reinstalled . due date show 2012null3null12null , tech fix",0
2762,bill organization app simple funny ! simple single list bill due shortly pick advanced reminder time . perfect simple organizor . perfect !,1
2763,bill reminder app . store bill recur month . reminder feature miss paying bill . love ! !,1
2764,work . 'm happy . recommend top bill paying .,1
2765,"bill entered receivednot , alert time . marked bill paid , continued overdue alert . installed .",0
2766,particular app . easy accomplishes . straight forward ... .,1
2767,"simple app input monthly bill , set repeat , set reminder . 'm busy busy schedule . pay day life bit hectic 's hard remember paid , w",1
2768,"great reminder app bill line . month nice pop reminder bill pay.to make easier , averaged amount due month .",1
2769,absolutely love app . help organized bill . month . set notification remind bill . great app worth money .,1
2770,download app love work fine . love reminder ;,1
2771,organized inexpensive . easy customize catagories . element keeping general file bill payment . love .,1
2772,omg ..... app . extreemly easy ..... put reccouring bill income ..... track due date remind . homing . show,1
2773,"3 aps , found hard . taking long set , find error finished set . easy enter info set . found error , finished . wh",1
2774,"downloaded app bit ago . ive entered monthly bill easy . created category . find bill book month , open app instant pay week . love . g",1
2775,"real adult real bill . work great kindle fire . kid give rating n't bill stupid game , bother leave feedback ? move .",1
2776,"entry regular income . marked income . set repeat 2 week . saving , back view payable , repeat date 2 year . entered informa",0
2777,"difficult learn interface app . 's attractive function . icon n't give away nature app case prying eye . properly set , , , wee bit",1
2778,"different kind calendering system , insured forget bill due . sends reminder , pay bill , simple .",1
2779,purchased amazon . worked great reset phone.i depend app failed . installed n't restore backup file . force close add entry start over.pl,0
2780,application great remind bill agree due .,1
2781,"easy add bill , simple ui allowing user manage bill glance , reminder timer multiple .",1
2782,app - reminds n't late . pleased ! monthly reminder .,1
2783,"app appears simple efficient reminding pay bill . track due date calendar , reminder , drawback n't paid bill",1
2784,time received bill late . app payment late . make budgeting easier .,1
2785,"great app . reading comprehension problem , camera permission explained description . photo included reminder . communication permission n't",1
2786,app kindle fire help . finance living . . time hepls stand financially .,1
2787,highlythis great tool budget mymoney . easy set edit needed . highly reccomend .,1
2788,great app . help keeping track bill offering payment reminder easy understand .,1
2789,"funny review bottom . . , great app highly recommend remembering",1
2790,needed . ive notebook listing out paids paids found app . 30 min add wanted relax track monthly bill . tjank,1
2791,app . easier instead keeping track bill notepad . free .,1
2792,nice app 3yr 's theme game ! lot . download guy,1
2793,"app remind rent due ? 's mom . rent due , mom holler stair reminds .",1
2794,nice device memory . help remember bill due .,1
2795,"app idea . , experience , brain . pay single rent , cable , cell bill month , . bill . peopl",1
2796,app great app handy apps.works easy use.i wish online snyced version alternitive .,1
2797,"app help bill , paycheck , money owed . work great kindle fire . highly recommend app neat reminded .",1
2798,"mom remind & amp ; 'm jail ... occassionally reminder w/dealing w/work , home & amp ; kid & amp ; activity . nice app quarterly bill reminder & amp ; bi-weekly income entry . enter income",1
2799,glitch ( deleted bill reminder showing month ) great app . computer stopped working month ago lost access quicken bill reminder app saved lot hassle potential,1
2800,"bell whistle job . tired bill drafted account bounce stupid reason ( fault , course ) started manually paying bill",1
2801,n't play game showed tiny kindle . recommend .,0
2802,love game enjoys playing game ipad . like timing feature game .,1
2803,favorite checker game . challenging fun play . purchase bluesky studio .,1
2804,amazing app ! bought year ago ... happy 2 pay full price quality ! noticed & quot ; in-app purchase & quot ; 2 busy creating pottery ! point entire game make pottery & amp ;,1
2805,suckas dnt buy money buy freeeeeeeeee ! stupid.god suck pay pay w8 ir free !,1
2806,fun game n't n't fun apps,1
2807,n't support greedy devs trick customer buying full game wiping adding iap game .,1
2808,"word : great ! ! ! ! n't hatred review ... free app day prime , free . work kindle fire . rip .",1
2809,update n't guy whine is/is pure gold ! ! ! !,1
2810,5 year enjoying . kick selling pot make coin . 've playing hour n't pay money purchase stuff .,1
2811,creative challenged match shape size color interesting pottery designs.or make custome design enjoy app . worth money app brush pack add,1
2812,"loved game back io . gave apple ecosystem , 'd losing app happy find android ( kindle fire particular ! ) .i restarted game time ; saving point repurchase paint & amp ;",1
2813,love app ! awhile back snagged free . fun game play creative . 've playing hour downloaded .,1
2814,love app 've playing 4 hour straight . enjoy aspect game .,1
2815,app addicting relaxing . nice creative . graphic wonderful . make pottery class . wish apps . showed mom kindle,1
2816,"game lot fun , relaxing , let creativity flow . possibility endless . highly encourage paced game",1
2817,unacceptable iap 's premium app . n't support . devs wallet 's 'll understand .,0
2818,"reading review spent 5 full dollar initially game , find update changed premium game play-to-win format plain wrong . understand company earn money ,",0
2819,"1-star review curious , 'd give ... 's free . 's . fun 'm referring saint money transaction . 've . playing",1
2820,sell app worth $ 5 require app money fully enjoy .,0
2821,"n't mind iaps app free iaps give advantage , iap required complete unlock . top , game n't free .",0
2822,devs rip . feel paid full price time investment away . n't support scumbags .,0
2823,terrible app purchase . program iap free . front iap .,0
2824,creativity buy . fantastic addictivenalso game pace . strongly recomment,1
2825,enjoys app immensely . . love create different kind pottery shape 'sell ' .,1
2826,& quot ; 's create pottery & quot ; game ... n't ... weird cousin free version iphone4 great ! icon .,1
2827,n't bought app suck .what buy app . yore safty,0
2828,"loved app , worked great kindle fire .............................................................................. n't .",1
2829,free app ! stop hating cuz n't play . awesome ! love . favorite app .,1
2830,horrid pay 4.99 ot free woot woot stern guess stick tounge game boooooooo ! ! ! ! ! ! ! ! ! ! ! ! !,0
2831,"calm . game amazingly fun . n't aip 's game . game free , n't complaining . graphic gameplay terrific . :",1
2832,game b fun crafty game installing froze 60 % stuck ! !,0
2833,interesting activity-type game . adding app purchase high priced game absurd . 's shame bait switch `` free paid app '' con slipping .,0
2834,love pottery game awesome love 'm love pottery : - ),1
2835,shame n't game . quality game graphic bit priced.-whales ceo director written reviewsc . november 2012 [ ... ],1
2836,love app great real pottery making love,1
2837,"n't negative review . choice spend money . creation auctioned , receive & quot ; money & quot ; purchase paint , brush , . dumb spend real money suc",1
2838,"game probably game played tablet . cover n't pull , n't judge book cover .",1
2839,"game simple , creative fun . kid learn motor control . , help creativity . fun adult . stress relieving . n't suggest buying action packed .",1
2840,"time-wasters . appreciate finer thing life . wife , , daughter , occupied concert enjoying , tuning !",1
2841,"app set premium price , $ 5 , dev make money app purchase ! ? infinite dream developer !",0
2842,i. downloaded app kindle fire free download day love ! 's fun creative relaxing . purchased .99 add-on pack design option . create definately reccome,1
2843,believe ! ! ! downloaded app free day install day $ 5 made pay n't app ! kindle n't slow install,0
2844,"developer bilk consumer money feed selfish desire . put business , send message spending additional money product . force mak",0
2845,clue n't built program description read & quot ; spin clay creation smart phone. & quot ; typically make assumption & quot ; god course unconditionally,0
2846,game fun worth 5 buck . bought color problem addicting fun . recommend app . austin,1
2847,fun game occupied . family love fun create crazy pot : ),1
2848,"funnest greatest apps tryed . downside 's $ 4.99 . 's worth create sell . 's buy ! listen comment , telling",1
2849,app ! ! ! ! ! ! love soooooooooo ! ! ! n't app ! ! ! ! soooo fun ! ! ! ! totally recommend app love pottery ! ! ! ! : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ) : ),1
2850,ashamed . 's clear moral unable feel shame . avoid apps ; 've added list .,0
2851,n't shape clay wheel fire . buy decorate . total rip ! ! ! ! ! !,0
2852,n't hate game 's awesome . n't n't game .,1
2853,"game fun . making 3rd , kindle suddenly froze . completely restart kindle . fixed , game fun give 5 star !",0
2854,game wonderful free app day highly recommend !,1
2855,ready ... iap paid app ridiculous ... especially app $ 5 ! 've read dev tricky tricky business model sold app premium content pulled,0
2856,"game infinite dream time , $ 4.99 price away . faotd great surprise ! n't set phone downloaded game . make piece , sell , buy color materia",1
2857,"reading review app sold ( honestly , find hard believe pay $ 5 app , ) converted iap game , n't purchase , & quot ; free. & quot ; consider",0
2858,infinite dream update add 've lost base fan . n't pay $ 5 app . lot opportunity work . complain ad 's chan,1
2859,product description state explicitly real money spending option app . parent limit & control menu setting . menu accessible app 's menu kindle fire ! forewarned,0
2860,fell love app year ago ipod happy work great kindle fire ! love post creation idreams community page sell show ! ! gr,1
2861,"love ! unique ! thing ! quest give inspiration youve run ! ive played ! glad free , worth money pay",1
2862,", greedy developer everyday . sell incomplete wrong . charge fee make buyer happy . greed evil ! ! recommending app hope rating",0
2863,"understood company rip customer . pay $ 5.00 application ( beginning higher cost apps ) , remove feature customer pay money ! 'll short lim",0
2864,wonderful free app day . review posted found paint add decoration . paint : slide finger . slide spot make darker . brush,1
2865,game favorite creating unique cool pottery ! definetly listen hater game 1 ! 5 star,1
2866,open . real place . stupid . app worth .,0
2867,"game great future artist . enjoy pottery game . sell pot earn money , unlock .",1
2868,app amazing mom fight play put reveiw n't listen garenty buy app love ! !,1
2869,it'fun make shape disinit colorado sell colletion,1
2870,omg game awesome kindle fire free trial kf awesome reccomend ! ! ! ! ! !,1
2871,? ? app purchase ? give star feel free suppository .,0
2872,"'d hate , featured free app today , snagged . probably n't pay , incredibly fun . n't put . purchasing add-on . make make real pottery.to",1
2873,pretty robust app played relatively short burst . n't plan app purchase n't needed . complaining iap game concept developing,1
2874,totally fun ! n't app purchase app work fine,1
2875,"app . fun play relaxing . finished app , waiting update .",1
2876,"review balance fake 5-star review put greedy devs . , $ 5 app spending in-app deserves zero star .",0
2877,game game 's invented love game play everyday,1
2878,"app purchase 4.99 application.are ? application create pottery . , ? money brain shelling 5 buck crap .",0
2879,"give content , rake 5 star review , wait sale low , zoom change content premium , laughing customer sucked scheme . kiss 5 dollar goodbye pay fo",0
2880,app exapmle greedy developer . app acquired game material . .well update caused stuff dissapear app telling real money buy stuff ! fail,0
2881,$ 5 virtually create ash tray ? 'm enjoy app power 's virtual bath ?,0
2882,app kindle fire work great . n't problem glitch . pricey worth hour fun gave .,1
2883,"grabbed faotd back , n't regret . enjoy game relax , creative time.my 4 year love game , creates amazing stuff . complaint 4 year ol",1
2884,app great . fun love art . lot selection create pottery . app great . ( written granddaughter ),1
2885,game fun game game free n't pay 5dollars game game great,1
2886,game time killer . fun ! ! ! imagination !,1
2887,fun ur pottery business n't listen review .,1
2888,premier faotd cripple app 's rating charging . treat faotd time app raise rating . future present . buy,0
2889,love potery waite long . seam wast money time fun yu play alot .,1
2890,annoying sell app money n't sell 4.99 raping customer money,0
2891,n't wrong game . n't 's crap . love . addicting kill time .,1
2892,love app fun play night ! ! ! ! app make pottery ! ! make shape color ! ! ! !,1
2893,"exciting create pottery n't . option sell awesome . great , fun pas time .",1
2894,"fun , relaxing entertaining activity . tired hack slash , tower defense , city builder , match , hidden object , boring word game , game offer creative challenge , opportunity stretch imagination",1
2895,"n't understand ipa hate . n't make game fun , 's review . game make incredible touch screen . simple complex 'd . interested",1
2896,started free app stopped working .. amazon fix . theni making pay play ... unlocked item ... idiotic business model .. customer rep. 4,0
2897,"n't problem complaining , love game . cute concept fun play . hard easy . n't spend real money iap , n't . duh .",1
2898,app pretty rank 4 5 star app . find app purchase longer app delete kindle fire . $ 4.99 game pushing iaps uncalled,1
2899,"... repeat money game . make pot sell , follow character make.the game/app bonus spending",1
2900,"expect totally exceeded expectation . great pottery game ! great graphic , fun unlock system .",1
2901,"fun game - . idea - . worth $ 5 - . worth $ 5 + $ $ design pot make dozen bland - worst idea . restaurant , ordering expensive steak dish ,",0
2902,app requires app payment play considered free app day . 's sad start description disclaimer ... stop letting away model ! 're telling,0
2903,"greatest art app , enables creative imagaination . spend hour make pottery , coloring addding design . wish weremore design theme available .",1
2904,", gamers , 're creator . faotd hooked away . n't buy single . create , `` sell '' work earn `` money '' buy item . n't",1
2905,fudge turd yummy ! ! ! ! ! ! ! love fudge turd ! ! ! mmmm hmmmmfudge turd ! ! ! ! babbbby ! ! ! yay fudge turd ! ! ! yummy.ohyeah,1
2906,spend real money time . played game day unlike childish reviewed game based downloading playing .,1
2907,"grandson love game , downloaded app day . gave 99 & cent ; buy polish design brush today , angry purchase game money . ? greedy ? tire",0
2908,app amazing . review app . agree hobby wither fun .,1
2909,", app $ 5 . paying , pay real cash obtain item play . iap 's scourge time boycott ! stay away ! !",0
2910,"game activity . , fairly enjoyable kill time lazy afternoon . making pottery tap creative side , , actual modification make",0
2911,post creation made bought pattern extra color ( included ) disappointed . sign site . recommend waste money . wai,0
2912,welll played game dumb . read reveiws game evan exist . n't follow stand & hellip ; & hellip ; & hellip ; halurrrrrrrrr wake smell f,0
2913,"unlike , n't pay $ 5 original version . instead , faotd in-app purchasing upgrade . guess ? phone = upgrade restore . n't mind honest in-app purchase ,",0
2914,"super premium price , pay ? sorry , n't . developer list buy app . stop supporting scammers.refuse buy devs .",0
2915,app honestly app 've . 's affordable & amp ; possibility endless . absolutely love . 've hour fun . definitely worth downloading . n't regret .,1
2916,", rotten lost work hope company that.with , played day . 's difficult figure , challenging . fun rea",1
2917,"app cool . definitely rate 5 star . creative , colorful . love app . , n't . day , messing language realized app n't",1
2918,"n't believe developer audacity charge buck app nickel dime additional money game . , today 's offered free , n't pay download",0
2919,fun entertaining app . especially kid . love ! ! adult easily accomplished .,1
2920,"gon buy 3d couple week ago . glad waited ! iaps ... 've playing couple hour & amp ; buy . create pottery . start finish ... sculpting , painting , . wor",1
2921,lot fun app brother constantly bragging money piece pottery agree 5 dollar fun slightly challenging game play,1
2922,n't wrong game favorite game ! fun designing pot worth,1
2923,liv game very.entertaining great time killer complaint send picture pottery email hey wan email ?,1
2924,"app .... 'd correct information .... iap ... 've looked ( hard ) find review ... n't exist . , expensive side , n't",1
2925,free dollar kidding day free gon dollar mad,1
2926,update eliminated previous work cost $ 5 n't upgrade `` $ 5-play . '' pay ? ? app let create pottery simple touch screen `` swiping '' method,0
2927,"amazon , free apps supporting greedy devs app purchase . 'm give amazon app store .",0
2928,work elementary school kid play ipads . kid love app . great creating electronic . 's worth $ 5 . disadvantage glitch force clos,1
2929,game play time moo moo moo moo moo moo moo moo moo moo moo,1
2930,'ve played game level find challenging interesting . buy content .. ...,1
2931,great game ! ! ! ! lot pot make ! fun . yourable make cup coffee cup jar foodbowls .,1
2932,boycott iap ! scamming money game . . . n't !,0
2933,"iap equal . game offer option pay real money thing . ? lazy , spend pocket change work game",1
2934,"idea negitive review . free great.there option buy added tool game , . fun , 's time limit , mess . great app !",1
2935,"send creation ? ? made real grammar school , mom cherish . sending mom crummy epot instead visiting mother day n't earn point .",0
2936,app kindle fire n't run problem . love . younger sister brother love app . literally begs play . n't spend real money . n't offered chance spend real money .,1
2937,"shameful greed . app iap , 's $ 5 iap smell greed . urban airship module=shame ! app boring infinite",0
2938,"'ve playing day . love ! great fire , needed buy anymore . job , dev .",1
2939,"... guy ? app brilliant ! update complaining , work perfectly fine , kindle fire ! display brilliant , feature sensitive , great , remarkable result",1
2940,lot warning n't upgrade real money . leave fine . granddaughter 2 day . learned email creation email . wa,1
2941,"idiot based iaps wrong , n't found , game currency coin , real coinage , awsome game",1
2942,'ve waiting patiently finally app offer chance add pottery experience iaps .,1
2943,game pretty poor . stink pay version iaps . repetive boring . recommend .,0
2944,love work kindle fire ..... fun love making designer pot . n't spend real money.you earn game selling 're pot .....,1
2945,love game 's fun 'm pottery crazy . 's real order make life ! !,1
2946,", 've plenty fun game n't spent penny real money . 's sort 3d puzzler recreate pottery based picture order customer . 's easy n't frustrating ,",1
2947,"cost buck dun purchase . 's greedy , encouraged .",0
2948,", game app purchase ! 's free , wait , mean 's free n't ? regular price $ 4.99 . joke ! n't believe pay game pay extra stu",0
2949,"absolutely love app . app purchase completely optional . app cool , addicting ! , app faotd , recommend n't buy $ 4.99 price . course , probably",1
2950,"year grand daughter put kindle recently . impressed , wanted . started creating beautiful pottery piece selling blown away . artistic creative",1
2951,"'m enjoying app . work fine kindle fire , n't encountered iaps . worth $ 5 , luckily faotd . amazon !",1
2952,", app purchase additional brush choose . , free content game n't pay play hours.there challenge content game . 've b",1
2953,app suck . boring ! ! ! ! ! ! ! ! n't buy app . rate 0 14 year boy loo king sum fun,0
2954,"n't , installed started sending notification notification bar add . persistently . guess n't iaps haha . , looked fun .",0
2955,reading review app sorry n't dl . inap purchase completely turn .. 's `` free '' app today 's free long run . stated inbox request stop,0
2956,"n't app , downloading & amp ; playing . create thing & amp ; imagine ; app .",1
2957,draw masterpiece . make mistake . great app big .,1
2958,"game fun , addicting relaxing . enjoyed . recommended .",1
2959,yesterday faotd checked n't download bitching app purchasing play hour type & quot ; real money & quot ; upgrade offer . game make potte,1
2960,time spend 30 buck . buy zelda wii .,0
2961,"asus 300 transformer pad thrilled free app day . reboot tablet immediately loading app , indication thing . time & quot ; creating & quot ; tablet locked",0
2962,"'ve star review claiming app purchasing continue playing game , finding spending real money purchase paint color material option . purchase 'shop 's",1
2963,faotd great . work rooted tablet . kid playing love . love creating pottery auctioning cash purchasing stuff store . great time filler.with negative revi,1
2964,"google sell price , cheap bastiches twisted idea iap ( abused ) .when cheap iap rip - 're spoiled rich kid cool stuff playing",0
2965,"awesome fun game play , , hand eye cordination building youyou make point needed lil build",1
2966,app awesome call app n't game pricey,1
2967,hate jerk rate app star including app purchase app cost 5 dollar normaly ridiculous .,0
2968,expensive ... alot fun free app day . played friend ipad wanted spend $ . free awesome ! alot fun .,1
2969,"wife love movie ghost patrick swayze moore excited app offered today . , app make pottery impossile . dropped phone time , called paren",0
2970,"app purchase paid game ( cost high ) , item available mean - low ... star .",0
2971,"creative girl , excited appeared craft instruction offered faotd ! started reading review n't long app/game total rip . appears",0
2972,"app extremely pretty visuals fun creative kill time . possible unlock ( ) play , iaps exist speed unlocking , ... presence iaps faotd sour & quot ; deal &",0
2973,gave star ( ) suck n't open game terrible save ur money ! ! ! ! ! ! ! !,0
2974,"make pottery sell . buy design lid sell . brother contest 's money . fun app , n't play 5 buck .",1
2975,"'s clear cost , iap strictly designed part cash.it apps thrown iap . reading review dev switched game aft",0
2976,". n't smart , let crest pottery ofcores activety .",1
2977,read comment game fun harder,1
2978,free day ssssssssssssssooooooooooooooooooooooooooooooo fun . making diffrent stuff kindle fire . ; - ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) . bye,1
2979,app purchase paid game inexcusable reason . reason valid .,0
2980,play rating . beauty app clean crisp peaceful . pot made sold 6 & amp ; 9 game dollar . worked total 50 game dollar shopping store . pur,1
2981,fun game . rip .,1
2982,"addicted game couple week decided buy ( real money ) extra brush . payed .99 cent brush , expecting inventory , buy pottery money earned . stupid .",0
2983,"'s star review offset blatant garbled engrish double 5star review devs similar name . iap poor form app cost $ 5 , 'd .",0
2984,", highly addictive . n't miss project email message inbox program . pottery wheel creation real ! ! ! : ) , 9 year hooked .",1
2985,"start , app 's create pottery 's thing type apps . , order fill make pottery . cool app . recommend",1
2986,faotd great tired greediness chosen iap . ! ! ! !,0
2987,app fun ! free app day . shut kindle game ! !,1
2988,losing mind . download app give star . download app company . terrible .,0
2989,rarely find company greedy . capitalism . .. charging buck app .. scrooging additional dollar upgrade scenario game element . shame .. shame . make upgrade part,0
2990,buy app buck . free app day . fun .,0
2991,"purchased game original kindle fire loved ! , purchased newest kindle fire hdx , wanted installed start playing . found 's compatible . : (",0
2992,"understand dev make money faotd . , buy game wipe data update .",0
2993,"love playing game . freestyle creative . 've finished & quot ; mission & quot ; speak , 'm hoping challenge future update .",1
2994,let creative .. love app .. fun . make learn pottery : ),1
2995,", 's straight , god create , troll evil robot phone . app make burn eternal hellfire ! devil ! n't assume god 's almighty power ... 's job ,",0
2996,purchased app releasing initial 5 dollar waited changed iap based unlocks meaning pay 5 dollar half crappy game ( play friend kindle ) half pay,0
2997,quick easy tool playing word friend . .,1
2998,love app easy fun work great kindle fire part free,1
2999,app fast-loading concise . verify acceptability word second definite enjoy word game i. holding game definition optional . love app . quicker,1
3000,small font word checker helpful & participate word game . consulted merriman 's dictionary word confirmation `` word friend '' merriman 's dictionary list word,1
3001,"'s hard believe word accepted accepted word game , app helpful strategizing 's turn . 's accurate acceptable acceptable . sowpods dictio",1
3002,great app place eat ! waste hard earned money so-so food . ! !,1
3003,"time favorite apps . urbanspoon addicting , n't find restaurant . love browsing ny favorite city",1
3004,"great site restaurant . place restaurant category , make easy find serf particular type food .",1
3005,"found difficult , deleted . find .",0
3006,app free . deleted . expected joke . freeeeeeeeeeee .,0
3007,"tavel alot place enjoy meal . app . help figure kind meal , city find .",1
3008,enjoyed app . great resource finding restaurant . place score 80 percent .,1
3009,urban spoon great app iphone 4 ipad 2 find restaurant direction restaurant write review restaurant phone number restaurant app,1
3010,"love app . lot option . choose price , lock . choose food , lock . shake phone , roulette choice .",1
3011,"app place eat . traveling , depend local entertainment guide , `` sponsored '' article . nice independant source pick unique tasty p",1
3012,free . basically find place eat . eat lot helpful indispensable .,1
3013,"scope local restaurant . customer review interesting , menu great .",1
3014,"urbanspoon app finding nearby restaurant . review peer-based current , feedback accurate reliable . place `` hater '' , virtually place 've 80 % `` '' rating",1
3015,"basically yelp app restaurant . fortunate place menu posted make easy choose , .",1
3016,"daughter told . love , internet access . wifi 3/4g service .",1
3017,"urbanspoon app , humble opinion , yelp . folk post urbanspoon tend food , service perceived value.this great app 're comfort zone pla",1
3018,"noon work day , 's ol ' question . 'where lunch ? ' app answer 3 question : 1. city lunch ? 2. type food 3. price range . lock shake phone/table",1
3019,urbanspoon selecting restaurant .. app kindle,1
3020,problem deciding food . app friend .,1
3021,"'ve urbanspoon web ipad app , 's helpful app finding kind restaurant price range , kind . live atlanta area , urbanspoon fairly complete",1
3022,app show great restaurant located living area . app .,1
3023,app . fun accurate . make finding nice place eat easy .,1
3024,"love item restaurant choose , pricing type restaurant , gave 4 star location , limit chooses , app location live , fair",1
3025,"pretty cool , find lot place eat locally nice rating . installed lot rating .",1
3026,"apps 've downloaded . . n't recommend , movie , book , apps , game , awesome . restaurant , app . trust .",1
3027,iphone glad 's kindle . great resource easy . recommend matter live visit .,1
3028,app excellent traveling find great location . choose price range accordance amount anticipate spending meal vacation budget .,1
3029,"excellent program , forget eating . selection great user uploading photo food review super .",1
3030,downloaded . found local favorite away . found wi hometown .,1
3031,great site find restaurant area familiar traveling.we find restaurant close .,1
3032,"picked app attending state wedding charleston , sc . access name address reviewed restaurant area convenient . rome roman .",1
3033,sight great ! locate great eats n't area . narrow choice cost -favorite food -fine dining fast food . compared local eats site recommendation found accurate . gave,1
3034,"fiance restaurant . app iphone time ago , . kindle , 'm friend opened world food !",1
3035,"fun food critic post photo review food served restaurant . app great find local restaurant eat , !",1
3036,printed restaurant area . 's fingertip .. great online reference . valuable apps kindle fire,1
3037,review reason whatsoever . lasted eventually disappear . suspected foul play set test find . gave friend business review 3 week phone call,0
3038,"unlike web version , yelp app requires create account lead sort spam .",0
3039,"great review restaurant , hotel different business . site check place . help decide visit business . highly recommend .",1
3040,make long yelp . app write review business area !,1
3041,"yelp app tremendously helpful , friendly interface , feature mapping place , make easy review finding restaurant , shop , place services.the interface simplistic , profile , bookmark , tag",1
3042,make life easier ! love app .,1
3043,"yelp basically community rate experience place ( restaurant ) app incredibly , especially unfamiliar .",1
3044,great application . helped discover place city 've lived 28 year ! ! 's !,1
3045,"app 'm . 's easy , 'll designed . designer app .",1
3046,trouble . push lot ad n't . steep usefulness curve .,0
3047,mobile website app awful . ? 're limited . create review forced full website approve review . accidentally write term remove,0
3048,app review posted time connect yelp computer ? ?,0
3049,help make decision place eat .,1
3050,"easy find resturants , hotel place happen . free ! n't wrong !",1
3051,"yelp app great . work reliably , similar website . 'm hungry , google map - yelp ! 's superior finding food .",1
3052,yelp.com beginning . happy finally made app phone.you find review . app find place based location .,1
3053,remove app digital device,1
3054,"fun app test knowledge great art child learn . fun easy , short biography artist list painting tap view . appreciate",1
3055,"put simply , collection paitings link web . worth penny , .",0
3056,"app day . adore art , art museum book . painting . unable museum winter weather , enjoyed much.joan noble",1
3057,love art love . enlarge painting check detail learn artist . great !,1
3058,'s wonderfull enjoy great work art unable art person . .,1
3059,"world famous painting home kindle thrill . test knowledge art artist make feelsmart . beauty site stunning . cover favorite , painting thereto fill",1
3060,"'s awesome app , love artwork ! enjoy detailed picture .",1
3061,"year loto f information rightn ow great , basic info picture",1
3062,"educational tool , interesting . fact heard .",1
3063,favorite . easy attain information . memorize president . jeopardy,1
3064,downloaded 3rd grader learn make confident school . love ! ! ! amazon ! ! !,1
3065,interesting program . enjoyed fun kid .,1
3066,46 president ? ? game ! 'll find knew -- fun !,1
3067,"app , typeface tiny , president , 's like american history",0
3068,nice game kind bug make kindle shut,0
3069,"kid love app , fun playing . student personal child learning playing make play game",1
3070,great play game pay back attention changing,1
3071,"money real ... , 're spending money betting game pay lot ... . kid love play hit jackpot",1
3072,"slot game redundant . game simply bore . bet 15 coin & quot ; cash & quot ; balance million dollar . found ridiculous . , graphic sub-par compar",0
3073,game awesome . game play casino win . worth love game .,1
3074,"cool slot machine game , 's fun virtual money . great pas time . 3 slot machine play .. 's . free ..",1
3075,"lot fun slot game . 's real slot play n't cost money play . $ 100000 game , husband $ 700 loses everytime . game !",1
3076,app money . cash credit . stay away .,0
3077,"great app , fun . love 3 slot machine . favorite app . highly recommended . making free app !",1
3078,played game kindle year ago everyday . million dollar bank disappeared ? happened ? reloaded money ! happy customer !,0
3079,bonus wheel spin blue 50 gave 1000 600,1
3080,omg & lt ; 3 app grandmother love love ( lot love ) game waste space ! ! ! ! ! ! ! !,1
